name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_two
Kobe Sizzlers,0,1,4.1,1799,Koramangala 5th Block,Casual Dining,"American, Continental, Fast Food, Steak",1000.0
What's In A Name,1,1,4.1,1798,Koramangala 5th Block,Pub,"Finger Food, Asian, European, Italian",1200.0
Gilly's Restobar,0,1,4.4,1798,Brookefield,"Pub, Casual Dining","Continental, Finger Food, North Indian, Chinese",1200.0
55 Wall Street,0,1,3.9,1791,JP Nagar,Bar,"Finger Food, North Indian, Chinese",1300.0
Maiyas,1,0,4.0,1785,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200.0
The Pizza Bakery,1,1,4.8,1785,Indiranagar,Casual Dining,"Italian, Pizza, Beverages",1200.0
The Irish House,0,1,4.3,1776,Whitefield,"Casual Dining, Pub","European, American",1700.0
Meghana Foods,1,1,4.2,1774,Indiranagar,Casual Dining,North Indian,800.0
Hoppipola,0,0,4.3,1773,Church Street,Lounge,"Continental, Mediterranean, European",1300.0
The Egg Factory,1,0,4.2,1773,St. Marks Road,Casual Dining,"Continental, American",750.0
The White Room - Coffee & Kitchen,0,1,4.1,1769,Church Street,Cafe,"Cafe, Continental, American, Desserts",1000.0
Boho,0,1,4.2,1768,Koramangala 5th Block,Casual Dining,"Continental, Asian, American, North Indian, Desserts",1200.0
THE RIG,0,1,4.3,1764,Sarjapur Road,"Microbrewery, Casual Dining","Continental, Finger Food, Pizza",1500.0
The Fat Chef,1,1,4.1,1755,Whitefield,Casual Dining,"Japanese, Italian, American, Asian, North Indian, Steak",1400.0
Onesta,1,1,4.6,1755,Basavanagudi,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0
Belgian Waffle Factory,1,0,4.9,1750,Brigade Road,Dessert Parlor,Desserts,400.0
1522 - The Pub,0,1,4.2,1746,Koramangala 4th Block,Pub,"Chinese, Continental, North Indian",1400.0
1522 - The Pub,1,0,4.2,1734,Malleshwaram,Pub,"Chinese, Continental, North Indian",1400.0
Smoor,1,0,4.6,1732,Indiranagar,"Dessert Parlor, Cafe","Desserts, Cafe, Beverages",900.0
Smally's Resto Cafe,1,1,4.2,1722,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",650.0
Kabab Magic,1,0,4.1,1720,Basavanagudi,Quick Bites,"North Indian, Kebab, Chinese, Fast Food",400.0
Plan B,0,0,4.1,1699,Indiranagar,"Casual Dining, Pub","Continental, BBQ, Steak",1100.0
Kopper Kadai,0,0,4.1,1698,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",1200.0
AB's - Absolute Barbecues,0,1,4.7,1697,Kalyan Nagar,Casual Dining,"European, Mediterranean, North Indian, BBQ",1400.0
Punjabi Times,1,1,4.1,1696,Bellandur,"Casual Dining, Bar",North Indian,1100.0
Paradise,1,1,4.0,1688,Whitefield,Casual Dining,"Biryani, North Indian, Kebab",800.0
Burma Burma,1,0,4.7,1677,Indiranagar,Casual Dining,"Asian, Burmese",1500.0
Pasta Street,1,1,4.5,1673,Indiranagar,Casual Dining,"Italian, Pizza, Salad",1300.0
Bricklane,0,1,4.2,1658,Indiranagar,Casual Dining,"Italian, Mediterranean, Pizza",1500.0
Cafe Max,0,0,4.2,1654,Indiranagar,"Cafe, Casual Dining","Cafe, Continental, Italian, German, French, Spanish",1300.0
Szechuan Dragon,1,0,4.2,1654,Banashankari,Casual Dining,"Chinese, Thai, Momos",600.0
Boondock Bistro,1,1,3.9,1649,Whitefield,"Casual Dining, Cafe","Steak, Continental, American, Italian, Salad, Cafe",900.0
Pasta Street,1,1,4.5,1648,Cunningham Road,Casual Dining,"Italian, Pizza, Salad",1300.0
Biriyani Zone,1,0,4.0,1633,Whitefield,Casual Dining,"Biryani, North Indian, Chinese, Seafood",800.0
Via Milano,1,1,4.2,1629,Koramangala 4th Block,Casual Dining,"Salad, Italian, Desserts, Pizza",1500.0
Hyderabad Biryaani House,1,0,3.9,1627,Old Airport Road,Casual Dining,"Biryani, North Indian, Chinese",700.0
The Permit Room,0,0,4.5,1611,Brigade Road,"Casual Dining, Bar",South Indian,1500.0
Wok Paper Scissors,1,0,4.3,1594,Koramangala 5th Block,Casual Dining,"Asian, Malaysian, Chinese, Thai, Momos",550.0
XOOX Brewmill,0,1,4.4,1592,Koramangala 5th Block,"Microbrewery, Casual Dining","Modern Indian, European, Asian",2000.0
Here & Now,0,0,4.6,1590,HSR,Cafe,"Cafe, American, Burger, Beverages",750.0
Paradise,1,0,4.0,1586,New BEL Road,Casual Dining,"Biryani, North Indian, Kebab",800.0
Sharief Bhai,0,1,4.4,1582,Koramangala 5th Block,Casual Dining,"Mughlai, Biryani",700.0
Karama Restaurant,1,0,4.1,1574,Koramangala 5th Block,Casual Dining,"Arabian, North Indian, Beverages",750.0
Esplanade,0,0,4.3,1563,Indiranagar,Casual Dining,Bengali,1000.0
Mainland China,1,1,4.7,1562,Whitefield,Casual Dining,Chinese,1700.0
B-hive,0,1,4.3,1561,Koramangala 1st Block,Pub,"Finger Food, North Indian",1200.0
OPUS Club,0,1,4.4,1558,Sarjapur Road,Pub,"Continental, Italian, North Indian, Mexican",1900.0
Mainland China,1,1,4.4,1555,Indiranagar,Casual Dining,Chinese,1700.0
Silbatti,0,1,3.9,1554,HSR,Casual Dining,North Indian,750.0
Zaitoon,1,1,4.1,1551,JP Nagar,Casual Dining,"BBQ, Arabian, Chinese, North Indian, Desserts",1000.0
Corner House Ice Cream,0,0,4.5,1547,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",400.0
Bootlegger,0,0,4.1,1546,Lavelle Road,Pub,"Continental, Steak",1200.0
Malabar Bay,1,1,4.2,1544,BTM,Casual Dining,"Kerala, Seafood, Chinese, Biryani, Juices",800.0
Eat Street,0,0,4.2,1536,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, Italian, Street Food, Desserts",600.0
Chili's American Grill & Bar,1,1,4.6,1534,Bellandur,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ",1800.0
Dhaba - Estd 1986 Delhi,1,1,4.4,1526,Indiranagar,"Casual Dining, Bar","North Indian, Mughlai, Desserts",1500.0
154 Breakfast Club,1,1,4.0,1519,Koramangala 3rd Block,Cafe,"Cafe, Continental",900.0
Al Amanah Cafe,1,0,4.4,1514,Kammanahalli,Quick Bites,"Middle Eastern, Fast Food, Rolls",300.0
Kobe Sizzlers,1,1,4.1,1503,Indiranagar,Casual Dining,"American, Continental, Fast Food, Steak",1500.0
Rural Blues,1,1,4.3,1499,Sarjapur Road,"Casual Dining, Bar","European, Mediterranean, Asian, North Indian, South Indian, Momos",1300.0
Oye Amritsar,1,1,3.9,1489,Indiranagar,Casual Dining,North Indian,600.0
La Casa Brewery And Kitchen,1,1,4.4,1476,Sarjapur Road,"Microbrewery, Casual Dining","Finger Food, Continental, Seafood",1500.0
SkyDeck By Sherlock's,0,1,4.2,1476,MG Road,"Pub, Casual Dining","Continental, Chinese, Finger Food, North Indian",1500.0
Hungry Hippie,0,1,4.3,1475,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",800.0
Lakeview Milkbar,0,0,4.0,1469,MG Road,"Dessert Parlor, Cafe","Desserts, Fast Food, Beverages",450.0
Dr. Sheesha,0,1,4.2,1466,JP Nagar,Cafe,"Cafe, Chinese, Continental, Italian",800.0
Nandhana Palace,0,1,4.2,1459,Marathahalli,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0
Savoury Restaurant,1,0,4.1,1453,Frazer Town,Casual Dining,"Arabian, North Indian, Chinese, Beverages",800.0
Connie's Restaurant & Steakhouse,1,1,4.3,1446,Kammanahalli,Casual Dining,"Steak, Continental, Burger, American, BBQ, European, Salad",1500.0
Smally's Resto Cafe,1,0,4.2,1443,New BEL Road,Cafe,"Cafe, Italian, Burger, American, Steak",650.0
Caperberry,0,1,4.6,1439,Lavelle Road,Fine Dining,"Spanish, Italian, Mediterranean, European, Salad",2200.0
Andhra Ruchulu,1,1,4.2,1432,JP Nagar,Casual Dining,"Andhra, North Indian",800.0
Mainland China,1,1,4.5,1431,Church Street,"Casual Dining, Bar",Chinese,1700.0
Hangover,1,1,4.0,1431,Indiranagar,"Bar, Casual Dining","Thai, Chinese, North Indian, Continental, Steak",1500.0
Watson's,0,1,4.2,1430,Ulsoor,Pub,"Finger Food, North Indian",1300.0
Churchill's,1,1,4.1,1411,JP Nagar,"Casual Dining, Pub","North Indian, Continental",1100.0
The Local - Terrace Drinkery,0,0,4.0,1409,Koramangala 6th Block,"Pub, Casual Dining","Continental, American, Pizza, BBQ",1000.0
Burger King,1,0,4.0,1400,Indiranagar,Quick Bites,"Burger, Fast Food, Beverages",600.0
Smoke - The Sizzler House,1,1,4.0,1394,Koramangala 7th Block,Casual Dining,"Continental, Chinese, Thai, Italian, BBQ, Steak",1100.0
Over The Top Terrace Lounge,0,1,3.9,1390,Koramangala 5th Block,Lounge,"Continental, North Indian",1400.0
Food Ras,1,1,4.3,1387,Electronic City,Casual Dining,"North Indian, Chinese, Japanese, European, Seafood",900.0
The Ants Cafe & Store,1,1,3.9,1387,Indiranagar,Cafe,"Cafe, Italian, Fast Food",800.0
Baithak,0,0,4.2,1385,HSR,"Casual Dining, Bar","Continental, North Indian, Mughlai",1100.0
Mangalore pearl - Seafood Restaurant,1,0,4.3,1384,Frazer Town,Casual Dining,"Mangalorean, Seafood",700.0
Safe House,0,1,4.1,1382,HSR,"Bar, Casual Dining","Continental, North Indian, Chinese, Finger Food",1200.0
Tandoor,1,1,3.9,1377,MG Road,Fine Dining,North Indian,2100.0
Harry's Bar + Cafe,1,1,4.2,1372,Koramangala 7th Block,"Casual Dining, Bar","Asian, American, Mexican",1400.0
Barbecoa,0,0,4.3,1370,Marathahalli,Casual Dining,"North Indian, Continental, Chettinad, Andhra, Bengali",1000.0
Hyderabadi Spice,1,0,4.0,1369,Electronic City,Casual Dining,"Biryani, North Indian",600.0
Barbecue by Punjab Grill,0,1,4.8,1367,Malleshwaram,Casual Dining,BBQ,1300.0
Moriz Restaurant,1,0,3.1,1365,Electronic City,Casual Dining,"Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",700.0
Hyderabad Biryaani House,0,0,4.2,1364,Richmond Road,Casual Dining,"Biryani, North Indian, Chinese",700.0
Starbucks,0,0,4.1,1359,Koramangala 7th Block,Cafe,"Cafe, Desserts",700.0
Russh Gastropub,0,0,4.2,1359,Church Street,Pub,"Continental, Italian, Burger",1100.0
Byblos,1,1,4.2,1352,Indiranagar,Casual Dining,"Lebanese, Arabian, Middle Eastern, Salad, Beverages",1700.0
Leon Grill,1,0,4.2,1345,Jeevan Bhima Nagar,Quick Bites,"Burger, Fast Food",500.0
Sunny's,0,1,4.1,1343,Lavelle Road,"Casual Dining, Bar","European, Italian, Seafood, Continental",2100.0
Zero Mile Punjab,1,1,4.1,1342,HSR,Casual Dining,"North Indian, Mughlai",800.0
Doff Pub and Lounge,0,1,4.1,1341,Indiranagar,Lounge,"Continental, American, Pizza, North Indian, Chinese, Finger Food, Asian, Thai",1500.0
TGI Fridays,1,1,3.9,1340,Bannerghatta Road,Lounge,"American, Burger, Italian, Steak",1700.0
Imperio Restaurant,1,1,4.4,1339,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Biryani, South Indian, Beverages",800.0
Ciclo Cafe,1,0,4.3,1332,Indiranagar,"Cafe, Casual Dining","Cafe, Italian, American",1000.0
The Rasoiya Street,1,1,4.1,1326,HSR,Casual Dining,"North Indian, Continental, Mediterranean, Chinese",800.0
Sarjapur Social,1,0,4.6,1324,Sarjapur Road,"Bar, Casual Dining","American, North Indian, Chinese, Finger Food",1500.0
Mango Tree- The Beer Garden,1,1,4.1,1322,JP Nagar,Casual Dining,"North Indian, Chinese, Continental",1200.0
Truffles,0,0,4.6,1313,Indiranagar,"Cafe, Casual Dining","Cafe, American, Burger, Steak",900.0
Shizusan Shophouse & Bar,1,1,4.4,1313,Whitefield,"Casual Dining, Bar","Asian, Japanese, Vietnamese, Korean, Chinese, Thai",1800.0
The Egg Factory,1,0,,1313,JP Nagar,Casual Dining,"Continental, American",750.0
Go Native,1,1,4.3,1302,Jayanagar,"Casual Dining, Cafe","Healthy Food, Cafe, Beverages",800.0
Fattoush,1,0,4.1,1298,BTM,Casual Dining,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",900.0
Nagarjuna,0,0,4.2,1292,Bannerghatta Road,Casual Dining,"Andhra, Biryani",800.0
Mumbai Tiffin,1,0,4.4,1290,HSR,Quick Bites,North Indian,400.0
Dhaba Estd 1986 Delhi,1,1,4.3,1287,Marathahalli,"Casual Dining, Bar","BBQ, Mughlai, Biryani",1100.0
Chulha Chauki Da Dhaba,1,0,4.1,1286,Kalyan Nagar,Casual Dining,North Indian,800.0
Barbeque Nation,0,1,4.5,1284,Rajajinagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0
Nandhana Palace,0,0,4.2,1282,New BEL Road,Casual Dining,"Andhra, Biryani, North Indian, Chinese",800.0
Once Upon a Rooftop,0,1,4.3,1278,Jayanagar,"Casual Dining, Bar","Pizza, Italian, Chinese, Thai",1000.0
Gilly's Restobar,0,1,4.3,1265,Electronic City,"Pub, Casual Dining","Continental, North Indian, Chinese, Salad",1200.0
Lazy Suzy,1,1,4.4,1262,Indiranagar,"Cafe, Bakery","Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",1000.0
MISU,1,1,4.5,1260,St. Marks Road,"Casual Dining, Bar","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0
Cable Car,1,1,4.3,1257,Jayanagar,Casual Dining,"North Indian, Italian",1000.0
Mishmash,1,0,3.9,1252,HSR,"Casual Dining, Bar","Mediterranean, Continental, North Indian, Mughlai, Salad",1400.0
Myu Bar at Gilly's Redefined,0,1,4.5,1251,Koramangala 4th Block,"Microbrewery, Bar","American, North Indian, Pizza, Finger Food, Continental, Italian",1200.0
Bathinda Junction,1,1,4.1,1251,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai",600.0
Murli,1,0,3.9,1246,Bellandur,Casual Dining,"North Indian, Chinese, Street Food, Fast Food, Mithai",500.0
Tilt Gastro Lounge,0,1,4.1,1244,Koramangala 5th Block,"Lounge, Casual Dining","Continental, American, North Indian, Chinese",1500.0
Attic Lounge,1,1,4.0,1243,Koramangala 4th Block,Cafe,Cafe,700.0
Kesariya,0,1,4.2,1242,JP Nagar,Casual Dining,Rajasthani,1200.0
24th Main,0,1,,1240,JP Nagar,Casual Dining,"North Indian, South Indian, Chinese",800.0
Nando's,1,0,4.3,1240,Indiranagar,Casual Dining,"Portuguese, Wraps, Burger, Salad",1200.0
Truffles,0,0,4.5,1239,Kalyan Nagar,"Cafe, Casual Dining","Cafe, American, Burger, Steak",900.0
eat.fit,1,0,4.5,1238,BTM,Delivery,"Healthy Food, North Indian, Biryani, Continental, Desserts",500.0
Southindies,0,1,4.0,1231,Indiranagar,Casual Dining,"South Indian, Chettinad, Kerala, Sri Lankan",800.0
Savoury - Sea Shell Restaurant,1,1,3.9,1230,Bannerghatta Road,Casual Dining,"Arabian, North Indian, Chinese, Seafood, Biryani, Beverages",900.0
Three Dots & A Dash,0,1,4.3,1230,JP Nagar,"Bar, Casual Dining","European, Continental",1500.0
California Burrito,0,0,4.1,1229,Koramangala 5th Block,Quick Bites,"Mexican, Fast Food",400.0
Third Wave Coffee Roasters,0,0,4.4,1228,Koramangala 4th Block,Cafe,"Cafe, Continental, Desserts",800.0
Village - The Soul of India,0,0,3.9,1228,Sarjapur Road,Casual Dining,"North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Bengali",1100.0
Blistering Barnacles,0,1,3.9,1224,Indiranagar,Pub,"Chinese, Continental, American, Steak",1200.0
Indian Coffee House,0,0,4.0,1223,Church Street,Quick Bites,South Indian,200.0
The Local,1,1,4.2,1223,Kalyan Nagar,"Pub, Casual Dining","Finger Food, Continental, Italian, Salad",1400.0
Le Rock,1,0,4.1,1222,Brigade Road,Bar,"Continental, Chinese",2000.0
Harry's Bar + Cafe,1,1,4.1,1218,Whitefield,Pub,"Asian, American, Mexican",1200.0
The Yogisthaan Cafe,1,0,4.2,1216,Indiranagar,Cafe,"Cafe, Healthy Food, Salad, Beverages",600.0
Hae Kum Gang,0,1,4.4,1211,Brigade Road,Casual Dining,"Korean, Chinese, Japanese",1100.0
Smise,0,0,4.0,1209,Koramangala 4th Block,Cafe,"Cafe, Continental, Italian, Burger, Pizza",650.0
Bottle Breacher,0,1,4.1,1204,JP Nagar,"Casual Dining, Pub","Italian, Continental",1200.0
Green Onion,0,0,4.3,1199,Residency Road,Casual Dining,Chinese,550.0
Halli Mane,1,0,4.0,1196,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",250.0
Foxtrot,1,1,4.4,1192,Marathahalli,"Pub, Casual Dining","North Indian, Chinese, Continental, Momos",1200.0
Gyani Da Punjabi Dhaba,1,0,3.9,1190,BTM,Quick Bites,"North Indian, Chinese",500.0
Cafe Noir,0,0,4.1,1189,Malleshwaram,Casual Dining,"European, French, Salad",1500.0
"3B's - Buddies, Bar & Barbecues",0,1,4.4,1181,BTM,"Casual Dining, Bar","North Indian, Mediterranean, European, BBQ",1100.0
The Beer Cafe,1,1,4.2,1181,Koramangala 4th Block,Pub,"Finger Food, Chinese, Italian, Burger",1300.0
Gowdru Hotel,1,0,3.9,1176,Vijay Nagar,Quick Bites,"Biryani, South Indian",250.0
Kumarakom,1,1,3.8,1168,HSR,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",600.0
Kritunga Restaurant,0,0,3.8,1162,Koramangala 5th Block,Casual Dining,"Andhra, Biryani, North Indian, Chinese",650.0
O.G. Variar & Sons,0,0,4.8,1161,Rajajinagar,Bakery,"Bakery, Desserts",200.0
Toscano,1,1,4.3,1161,Jayanagar,Casual Dining,"Italian, Salad",1300.0
Anjappar,0,0,3.9,1161,Koramangala 4th Block,Casual Dining,"Chettinad, South Indian",650.0
Mainland China,1,1,4.5,1157,Malleshwaram,Casual Dining,Chinese,1700.0
Tea Brew,1,0,4.1,1157,Indiranagar,"Cafe, Casual Dining","Cafe, Continental, Momos, Italian, North Indian",500.0
Broadway - The Gourmet Theatre,1,1,4.2,1155,HSR,Casual Dining,"Japanese, North Indian, Italian, Korean, Mexican, Thai",1800.0
Barbeque Nation,0,1,4.3,1147,Electronic City,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0
The Green Path - Forgotten Food,0,1,4.3,1145,Malleshwaram,Casual Dining,"North Indian, South Indian",1100.0
Barbeque Nation,0,1,4.2,1145,Kalyan Nagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0
Kesar Sweet Shop and Fast Food,0,0,4.1,1143,Brookefield,Quick Bites,"North Indian, South Indian, Chinese, Street Food, Mithai",500.0
Tunday Kababi,1,0,3.9,1143,Koramangala 5th Block,Casual Dining,"North Indian, Kebab",500.0
Oh! Calcutta,1,1,4.5,1142,Church Street,"Casual Dining, Bar","Bengali, Seafood",1200.0
Orbis Restaurant,1,1,3.9,1140,Whitefield,Casual Dining,"Arabian, North Indian, Chinese, Salad, Beverages",750.0
Cafe Noir,0,1,4.1,1140,Whitefield,Casual Dining,"European, French, Salad",1500.0
Rajdhani Thali Restaurant,1,1,4.0,1137,Indiranagar,Casual Dining,North Indian,1000.0
The Rasoiya Street,1,1,4.2,1137,Electronic City,Casual Dining,"North Indian, Continental, Mediterranean, Chinese",800.0
Kobe Sizzlers,1,0,4.1,1136,Brigade Road,Casual Dining,"American, Continental, Fast Food, Steak",1500.0
Peppa Zzing,1,0,4.3,1135,Infantry Road,Cafe,"Cafe, Fast Food, Burger",800.0
Potful,1,0,4.1,1135,Domlur,Delivery,"Biryani, Kebab, Rolls, Mughlai",650.0
Lavonne,0,0,4.4,1132,Indiranagar,"Cafe, Dessert Parlor","Cafe, Desserts",800.0
Sigree Global Grill,0,1,4.4,1129,Kalyan Nagar,"Casual Dining, Bar","Rajasthani, Gujarati, North Indian",1400.0
Hyderabad Biryaani House,1,0,4.1,1118,Koramangala 5th Block,Casual Dining,"Biryani, North Indian, Chinese, Hyderabadi",750.0
Xtreme Sports Bar,0,1,3.7,1118,Indiranagar,Lounge,"Continental, Chinese, North Indian",1500.0
Herbs & Spices,1,1,4.0,1116,Whitefield,Casual Dining,"Italian, North Indian",1000.0
Glen's Bakehouse,1,0,4.4,1115,Lavelle Road,"Bakery, Cafe","Bakery, Cafe, Italian, Desserts",600.0
Nite Out,1,0,4.0,1114,Koramangala 4th Block,Delivery,"North Indian, Chinese, Biryani",500.0
The Whitefield Arms Pub & Microbrewery,1,1,4.2,1113,Whitefield,"Pub, Microbrewery","British, Continental, BBQ",1600.0
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,4.3,1108,HSR,Cafe,"Cafe, Continental, Pizza, Salad",700.0
Vinny's,1,0,4.1,1107,New BEL Road,Casual Dining,"Italian, Pizza",700.0
Ente Keralam,1,0,4.0,1106,Ulsoor,Casual Dining,"Kerala, Seafood",1300.0
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,1,0,4.3,1105,HSR,Cafe,"Cafe, Continental, Pizza, Salad",700.0
Toscano,1,1,4.3,1103,Malleshwaram,Casual Dining,"Italian, Salad, Mediterranean",1500.0
Jetlag,0,1,4.3,1103,Rajajinagar,"Bar, Casual Dining","Finger Food, Continental, North Indian, Italian, Japanese",1650.0
Bhartiya Jalpan,0,0,4.1,1100,Indiranagar,Casual Dining,"North Indian, Street Food",700.0
Leon Grill,1,0,4.3,1099,HSR,Quick Bites,"Turkish, Arabian, Fast Food, Desserts, Healthy Food, Salad",450.0
Pecos Stones,0,1,4.2,1096,Indiranagar,"Pub, Casual Dining",Finger Food,1100.0
Toast & Tonic,0,1,4.6,1095,Richmond Road,Casual Dining,"European, Asian",1500.0
Pablo's Gastrobar,0,0,4.0,1094,Whitefield,Bar,"Finger Food, American, Asian, Italian",1450.0
Barbeque Nation,0,1,4.4,1094,Ulsoor,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0
FreshMenu,1,0,3.8,1093,East Bangalore,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0
Dunkin' Donuts,1,0,4.0,1087,Brigade Road,"Quick Bites, Dessert Parlor","Desserts, Cafe, Beverages, Burger, Fast Food",550.0
Nandhana Palace,0,1,4.3,1083,JP Nagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0
Eshanya,1,1,4.1,1082,Jayanagar,Casual Dining,"North Indian, Chinese",1000.0
FreshMenu,1,0,3.8,1082,Indiranagar,Delivery,"Asian, Continental, Mediterranean, Salad, American, Biryani",450.0
Biryani Pot,1,0,3.8,1081,BTM,Casual Dining,Biryani,500.0
Anand Sweets And Savouries,1,0,4.2,1077,Koramangala 5th Block,Sweet Shop,"Mithai, Street Food",400.0
Burger King,1,0,3.9,1075,Jayanagar,Quick Bites,"Burger, Fast Food, Beverages",600.0
Barbeque Nation,0,1,4.3,1074,Marathahalli,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0
Khan Saheb Grills and Rolls,1,0,4.0,1074,Indiranagar,Quick Bites,"Fast Food, Rolls",400.0
Napoli Italian Bistro,1,1,4.1,1073,HSR,"Casual Dining, Bar","Italian, Mexican, Continental, Pizza",1200.0
Noodle Bar,1,1,4.0,1070,Whitefield,Casual Dining,"Chinese, Momos",1400.0
1947,0,1,4.0,1070,Malleshwaram,Casual Dining,"North Indian, Chinese",950.0
Cafe Medley,1,0,4.2,1067,Koramangala 5th Block,Cafe,"Cafe, Continental, Burger",800.0
